Fertilisation_min;Date;Amount_kg_ha;Material
fert461;04.06.2008;40;LAV
fert462;23.03.2009;50;LAV
fert462;24.04.2009;50;LAV
fert463;23.03.2009;50;LAV
fert463;24.04.2009;50;LAV
fert463;08.06.2009;40;LAV
fert464;26.03.2010;50;LAV
fert464;22.04.2010;50;LAV
fert465;26.03.2010;50;LAV
fert465;22.04.2010;50;LAV
fert465;14.06.2010;40;LAV
fert466;31.03.2011;30;LAV
fert466;02.05.2011;30;LAV
fert467;21.08.2010;30;NPK
fert467;31.03.2011;30;LAV
fert467;02.05.2011;30;LAV
fert468;31.03.2011;30;LAV
fert468;02.05.2011;30;LAV
fert468;31.05.2011;40;LAV
fert469;21.08.2010;30;NPK
fert469;31.03.2011;30;LAV
fert469;02.05.2011;30;LAV
fert469;31.05.2011;40;LAV
fert470;05.03.2012;50;LAV
fert470;23.03.2012;30;LAV
fert471;15.03.2012;40;LAV
fert471;23.03.2012;30;LAV
fert472;15.03.2012;50;LAV
fert472;23.03.2012;30;LAV
fert473;05.03.2012;50;LAV
fert473;23.03.2012;30;LAV
fert473;31.05.2012;40;LAV
fert474;15.03.2012;40;LAV
fert474;23.03.2012;30;LAV
fert474;31.05.2012;40;LAV
fert475;15.03.2012;50;LAV
fert475;23.03.2012;30;LAV
fert475;31.05.2012;40;LAV
fert476;15.03.2013;40;LAV
fert476;18.05.2013;30;LAV
fert477;15.03.2013;40;LAV
fert477;18.05.2013;30;LAV
fert477;07.06.2013;40;LAV
fert478;27.02.2014;30;DASA
fert478;11.04.2014;30;LAV
fert479;27.02.2014;30;DASA
fert479;11.04.2014;30;LAV
fert479;26.05.2014;40;LAV
fert480;13.03.2015;40;DASA
fert480;29.04.2015;30;LAV
fert480;18.05.2015;20;LAV
fert481;13.03.2015;40;DASA
fert481;29.04.2015;30;LAV
fert481;18.05.2015;20;LAV
fert481;25.05.2015;30;LAV
fert482;23.03.2016;40;DASA
fert483;29.03.2016;40;DASA
fert483;04.05.2016;50;LAV
fert484;23.03.2016;40;DASA
fert484;26.05.2016;40;LAV
fert485;29.03.2016;40;DASA
fert485;04.05.2016;50;LAV
fert485;26.05.2016;40;LAV
fert486;08.03.2017;40;DASA
fert486;07.05.2017;50;LAV
fert486;22.05.2017;30;LAV
fert487;08.03.2017;40;DASA
fert487;07.05.2017;50;LAV
fert487;22.05.2017;30;LAV
fert487;02.06.2017;40;LAV
fert488;02.03.2018;40;DASA
fert488;23.04.2018;40;LAV
fert489;02.03.2018;40;DASA
fert489;23.04.2018;40;LAV
fert489;18.05.2018;40;LAV
fert490;21.03.2019;40;LAV
fert490;24.04.2019;50;LAV
fert491;21.03.2019;40;LAV
fert491;24.04.2019;50;LAV
fert491;03.06.2019;40;LAV
fert492;10.03.2020;40;LAV
fert492;07.04.2020;40;DASA
fert493;10.03.2020;40;LAV
fert493;07.04.2020;40;DASA
fert493;01.06.2020;40;LAV
fert494;08.03.2021;40;DASA
fert494;04.05.2021;40;LAV
fert495;08.03.2021;40;DASA
fert495;04.05.2021;40;LAV
fert495;03.06.2021;40;LAV
fert496;02.03.2022;40;DASA
fert496;04.05.2022;40;LAV
fert497;02.03.2022;40;DASA
fert497;04.05.2022;40;LAV
fert497;20.05.2022;40;LAV
fert498;21.03.2023;40;LAD
fert498;20.04.2023;40;LAV
fert499;21.03.2023;40;LAD
fert499;20.04.2023;40;LAV
fert499;23.05.2023;40;LAD
fert500;06.03.2024;40;DASA
fert500;16.04.2024;40;LAD
fert501;14.03.2024;40;DASA
fert501;11.04.2024;50;LAV
fert502;06.03.2024;40;DASA
fert502;16.04.2024;40;LAD
fert502;14.05.2024;40;LAD
fert503;14.03.2024;40;DASA
fert503;11.04.2024;50;LAV
fert503;11.05.2024;40;LAV
fert504;20.09.2005;25;Amofos_NP
fert504;23.03.2006;51;LAD
fert505;20.09.2005;25;Amofos_NP
fert505;23.03.2006;51;LAD
fert505;03.05.2006;6;Kamasol_NPK
fert505;02.06.2006;5;Magnitra_L
fert506;20.03.2007;67.5;LAV
fert506;11.04.2007;0.2;Kamasol_NPK
fert507;20.02.2008;40.5;LAD
fert507;27.03.2008;55;LAD
fert508;03.09.2008;17.3;Amofos_NP
fert508;20.02.2009;57.5;LAD
fert508;27.03.2009;54;LAD
fert509;03.09.2008;17.3;Amofos_NP
fert509;20.02.2009;57.5;LAD
fert509;27.03.2009;54;LAD
fert509;22.05.2009;4;Magnitra_L
fert510;01.09.2009;17.4;Amofos_NP
fert510;24.03.2010;57.8;LAD
fert510;20.04.2010;54;LAD
fert511;01.09.2009;17.4;Amofos_NP
fert511;24.03.2010;57.8;LAD
fert511;20.04.2010;54;LAD
fert511;28.05.2010;4;Magnitra_L
fert512;02.09.2010;19;Amofos_NP
fert512;11.04.2011;60;LAD
fert513;02.09.2010;19;Amofos_NP
fert513;11.04.2011;60;LAD
fert513;19.05.2011;4;Magnitra_L
fert514;05.03.2012;12;Amofos_NP
fert514;07.03.2012;82.4;LAD
fert515;22.09.2012;12;Amofos_NP
fert515;07.03.2012;82.4;LAD
fert516;05.03.2012;12;Amofos_NP
fert516;07.03.2012;82.4;LAD
fert516;21.05.2012;3;Magnitra_L
fert517;22.09.2012;12;Amofos_NP
fert517;07.03.2012;82.4;LAD
fert517;21.05.2012;3;Magnitra_L
fert518;14.03.2013;60;LAD
fert518;09.05.2013;54;LAD
fert519;19.09.2013;18;Amofos_NP
fert519;01.04.2014;81;LAD
fert519;30.04.2014;57;LAD
fert520;19.09.2013;18;Amofos_NP
fert520;01.04.2014;81;LAD
fert520;30.04.2014;57;LAD
fert520;09.05.2014;52;LAD
fert521;15.04.2015;81;LAD
fert521;30.04.2015;57;LAD
fert522;15.04.2015;81;LAD
fert522;30.04.2015;57;LAD
fert522;12.05.2015;52;LAD
fert523;29.03.2016;54;LAD
fert523;15.04.2016;55;LAD
fert524;29.03.2016;54;LAD
fert524;15.04.2016;55;LAD
fert524;18.05.2016;40;LAD
fert525;03.03.2017;53;Yara_Bela
fert525;24.04.2017;52;LAV
fert526;03.03.2017;53;Yara_Bela
fert526;24.04.2017;62;LAV
fert527;18.03.2018;54;LAD
fert527;13.04.2018;54;LAD
fert527;03.05.2018;54;LAD
fert528;27.02.2019;55;LAD
fert528;27.03.2019;55;LAD
fert529;27.02.2019;55;LAD
fert529;27.03.2019;55;LAD
fert529;15.04.2019;20;LAD
fert530;23.03.2020;58;LAV
fert530;28.04.2020;55;LAV
fert531;23.03.2020;63;LAV
fert531;28.04.2020;60;LAV
fert532;23.03.2020;58;LAV
fert532;28.04.2020;55;LAV
fert532;19.05.2020;2.5;Fertigreen
fert532;27.05.2020;2.5;Fertigreen
fert533;04.05.2021;58;LAV
fert533;11.05.2021;55;LAV
fert534;04.05.2021;63;LAV
fert534;11.05.2021;60;LAV
fert535;28.02.2022;54;LAD
fert535;22.04.2022;52;LAD
fert536;28.02.2022;64;LAD
fert536;22.04.2022;60;LAD
fert537;03.03.2023;54;LAD
fert537;20.04.2023;52;LAD
fert538;03.03.2023;64;LAD
fert538;20.04.2023;60;LAD
fert539;09.04.2024;81;LAD
fert540;09.04.2024;81;LAD
fert540;18.04.2024;1.5;urea
fert541;06.03.2015;50;DASA
fert541;20.03.2015;30;LAV
fert541;17.04.2015;50;LAV
fert542;06.03.2015;50;DASA
fert542;20.03.2015;30;LAV
fert542;17.04.2015;50;LAV
fert542;25.05.2015;40;LAV
fert543;24.03.2006;50;LAV
fert543;12.05.2006;50;LAV
fert544;24.03.2006;50;LAV
fert544;12.05.2006;50;LAV
fert544;29.05.2006;40;LAV
fert545;02.10.2006;30;SA
fert545;07.03.2007;25;LAV
fert545;16.03.2007;25;LAV
fert545;18.04.2007;50;LAV
fert620;02.10.2006;30;SA
fert620;07.03.2007;25;LAV
fert620;16.03.2007;25;LAV
fert620;18.04.2007;50;LAV
fert620;14.05.2007;40;LAV
fert546;02.10.2007;30;SA
fert546;25.02.2008;50;LAV
fert546;14.04.2008;50;LAV
fert547;02.10.2007;30;SA
fert547;25.02.2008;50;LAV
fert547;14.04.2008;50;LAV
fert547;06.05.2008;40;LAV
fert548;20.03.2009;30;LAV
fert548;01.04.2009;30;LAV
fert548;29.04.2009;50;LAV
fert549;20.03.2009;30;LAV
fert549;01.04.2009;30;LAV
fert549;29.04.2009;50;LAV
fert549;13.05.2009;40;LAV
fert550;04.03.2010;30;LAV
fert550;24.03.2010;30;LAV
fert550;21.04.2010;50;LAV
fert551;04.03.2010;30;LAV
fert551;24.03.2010;30;LAV
fert551;21.04.2010;50;LAV
fert551;18.05.2010;40;LAV
fert552;22.02.2011;30;LAV
fert552;15.03.2011;30;LAV
fert552;20.04.2011;50;LAV
fert553;22.02.2011;30;LAV
fert553;15.03.2011;30;LAV
fert553;20.04.2011;50;LAV
fert553;20.05.2011;40;LAV
fert554;05.03.2012;30;LAV
fert554;16.03.2012;30;LAV
fert554;20.04.2012;40;LAV
fert555;05.03.2012;30;LAV
fert555;16.03.2012;30;LAV
fert555;20.04.2012;40;LAV
fert555;15.05.2012;40;LAV
fert556;07.03.2013;30;LAV
fert556;25.03.2013;30;LAV
fert556;22.04.2013;50;LAV
fert557;07.03.2013;30;LAV
fert557;25.03.2013;30;LAV
fert557;22.04.2013;50;LAV
fert557;20.05.2013;40;LAV
fert558;24.02.2014;30;LAV
fert558;07.03.2014;30;LAV
fert558;14.04.2014;50;LAV
fert559;24.02.2014;30;LAV
fert559;07.03.2014;30;LAV
fert559;14.04.2014;50;LAV
fert559;09.05.2014;40;LAV
fert560;09.03.2015;30;DASA
fert560;23.03.2015;30;LAV
fert560;16.04.2015;50;LAV
fert561;09.03.2015;30;DASA
fert561;23.03.2015;30;LAV
fert561;16.04.2015;50;LAV
fert561;20.05.2015;40;LAV
fert562;14.03.2016;30;DASA
fert562;30.03.2016;20;LAV
fert562;20.04.2016;60;LAV
fert563;14.03.2016;30;DASA
fert563;30.03.2016;20;LAV
fert563;20.04.2016;60;LAV
fert563;19.05.2016;40;LAV
fert564;03.03.2017;30;LAV
fert564;17.03.2017;20;DASA
fert564;21.04.2017;50;LAV
fert565;03.03.2017;30;LAV
fert565;17.03.2017;20;DASA
fert565;21.04.2017;50;LAV
fert565;16.05.2017;40;LAV
fert566;02.03.2018;25;LAV
fert566;26.03.2018;25;DASA
fert566;20.04.2018;50;LAV
fert567;02.03.2018;25;LAV
fert567;26.03.2018;25;DASA
fert567;20.04.2018;50;LAV
fert567;09.05.2018;40;LAV
fert568;28.02.2019;50;LAV
fert568;08.04.2019;30;DASA
fert568;17.04.2019;30;LAV
fert569;28.02.2019;50;LAV
fert569;08.04.2019;30;DASA
fert569;17.04.2019;30;LAV
fert569;13.05.2019;40;LAV
fert570;13.03.2020;50;LAV
fert570;15.04.2020;30;DASA
fert570;21.04.2020;35;LAV
fert571;13.03.2020;50;LAV
fert571;15.04.2020;30;DASA
fert571;21.04.2020;35;LAV
fert571;20.05.2020;40;LAV
fert572;03.03.2021;36;LAV
fert572;17.03.2021;21;LAV
fert572;26.04.2021;58;DASA
fert573;03.03.2021;36;LAV
fert573;17.03.2021;21;LAV
fert573;26.04.2021;58;DASA
fert573;21.05.2021;40;LAV
fert574;22.02.2022;27;LAD
fert574;11.03.2022;22;LAD
fert574;08.04.2022;59;DASA
fert575;22.02.2022;27;LAD
fert575;11.03.2022;22;LAD
fert575;08.04.2022;59;DASA
fert575;12.05.2022;40;LAD
fert576;28.02.2023;28;LAD
fert576;16.03.2023;20;LAD
fert576;04.04.2023;53;DASA
fert577;28.02.2023;28;LAD
fert577;16.03.2023;20;LAD
fert577;04.04.2023;53;DASA
fert577;04.04.2023;40;LAD
fert578;29.02.2024;53;LAD
fert578;10.04.2024;48;DASA
fert579;29.02.2024;53;LAD
fert579;10.04.2024;48;DASA
fert579;29.04.2024;40;LAD
fert580;10.09.2005;30;NPK
fert580;28.03.2006;40;LAV
fert580;18.05.2006;30;LAV
fert581;10.09.2005;30;NPK
fert581;28.03.2006;40;LAV
fert581;18.05.2006;30;LAV
fert581;05.06.2006;30;LAV
fert582;10.09.2006;30;NPK
fert582;14.03.2007;30;LAV
fert582;15.05.2007;30;LAV
fert583;10.09.2006;30;NPK
fert583;14.03.2007;30;LAV
fert583;15.05.2007;30;LAV
fert583;28.05.2007;30;LAV
fert584;12.09.2007;30;NPK
fert584;07.03.2008;30;LAV
fert584;30.04.2008;30;LAV
fert585;12.09.2007;30;NPK
fert585;07.03.2008;30;LAV
fert585;30.04.2008;30;LAV
fert585;20.05.2008;30;LAV
fert586;17.03.2009;30;LAV
fert586;05.05.2009;40;LAV
fert587;17.03.2009;30;LAV
fert587;05.05.2009;40;LAV
fert587;14.05.2009;40;LAV
fert588;12.03.2010;30;LAV
fert588;30.04.2010;30;LAV
fert589;12.03.2010;30;LAV
fert589;30.04.2010;30;LAV
fert589;28.05.2010;40;LAV
fert590;21.08.2010;30;NPK
fert590;03.03.2011;30;LAV
fert590;28.04.2011;30;LAV
fert591;21.08.2010;30;NPK
fert591;03.03.2011;30;LAV
fert591;28.04.2011;30;LAV
fert591;30.05.2011;40;LAV
fert592;10.08.2011;30;NPK
fert592;26.02.2012;30;LAV
fert592;02.05.2012;30;LAV
fert593;10.08.2011;30;NPK
fert593;26.02.2012;30;LAV
fert593;02.05.2012;30;LAV
fert593;27.05.2012;40;LAV
fert594;13.08.2012;30;NPK
fert594;28.02.2013;30;LAV
fert594;24.04.2013;30;LAV
fert595;13.08.2012;30;NPK
fert595;28.02.2013;30;LAV
fert595;24.04.2013;30;LAV
fert595;29.05.2013;40;LAV
fert596;20.08.2013;30;NPK
fert596;15.02.2014;30;LAV
fert596;15.04.2014;30;LAV
fert597;20.08.2013;30;NPK
fert597;15.02.2014;30;LAV
fert597;15.04.2014;30;LAV
fert597;12.05.2014;30;LAV
fert598;25.02.2015;30;DASA
fert598;07.05.2015;30;LAV
fert599;25.02.2015;30;DASA
fert599;07.05.2015;30;LAV
fert599;25.05.2015;40;LAV
fert600;29.10.2015;32;NPK
fert600;26.02.2016;40;DASA
fert600;30.04.2016;40;LAD
fert601;29.10.2015;32;NPK
fert601;26.02.2016;40;DASA
fert601;30.04.2016;40;LAD
fert601;27.05.2016;40;LAD
fert602;29.10.2016;32;NPK
fert602;20.02.2017;40;DASA
fert602;25.04.2017;40;LAD
fert603;29.10.2016;32;NPK
fert603;20.02.2017;40;DASA
fert603;25.04.2017;40;LAD
fert603;27.05.2017;40;LAD
fert604;27.10.2017;32;NPK
fert604;28.02.2018;40;DASA
fert604;20.04.2018;40;LAD
fert605;27.10.2017;32;NPK
fert605;28.02.2018;40;DASA
fert605;20.04.2018;40;LAD
fert605;24.05.2018;40;LAD
fert606;27.09.2018;30;NPK
fert606;19.02.2019;50;DASA
fert606;12.04.2019;40;LAD
fert607;27.09.2018;30;NPK
fert607;19.02.2019;50;DASA
fert607;12.04.2019;40;LAD
fert607;27.05.2019;40;LAD
fert608;28.02.2020;40;DASA
fert608;09.04.2020;40;LAD
fert609;28.02.2020;40;DASA
fert609;09.04.2020;40;LAD
fert609;23.05.2020;40;LAD
fert610;05.03.2021;40;DASA
fert610;03.05.2021;40;LAD
fert611;05.03.2021;40;DASA
fert611;03.05.2021;40;LAD
fert611;01.06.2021;40;LAD
fert612;01.03.2022;40;DASA
fert612;19.04.2022;40;LAD
fert613;01.03.2022;40;DASA
fert613;19.04.2022;40;LAD
fert613;19.05.2022;40;LAD
fert614;01.10.2022;32;NPK
fert614;01.03.2023;40;DASA
fert614;30.03.2023;40;LAD
fert615;01.03.2023;40;DASA
fert615;30.03.2023;40;LAD
fert616;01.10.2022;32;NPK
fert616;01.03.2023;40;DASA
fert616;30.03.2023;40;LAD
fert616;16.05.2023;40;LAD
fert617;01.03.2023;40;DASA
fert617;30.03.2023;40;LAD
fert617;16.05.2023;40;LAD
fert618;20.09.2023;32;NPK
fert618;07.03.2024;40;DASA
fert618;05.04.2024;40;LAD
fert619;20.09.2023;32;NPK
fert619;07.03.2024;40;DASA
fert619;05.04.2024;40;LAD
fert619;02.05.2024;40;LAD
fert621;05.04.2006;30;LAV
fert621;21.04.2006;30;LAV
fert621;10.05.2006;60;LAV
fert622;05.04.2006;30;LAV
fert622;21.04.2006;30;LAV
fert622;10.05.2006;60;LAV
fert622;26.05.2006;40;LAV
fert623;21.02.2007;30;LAV
fert623;12.03.2007;30;LAV
fert623;11.04.2007;60;LAV
fert624;21.02.2007;30;LAV
fert624;12.03.2007;30;LAV
fert624;11.04.2007;60;LAV
fert624;04.05.2007;40;LAV
fert625;19.03.2008;30;LAV
fert625;07.04.2008;30;LAV
fert625;28.04.2008;60;LAV
fert626;19.03.2008;30;LAV
fert626;07.04.2008;30;LAV
fert626;28.04.2008;60;LAV
fert626;29.05.2008;40;LAV
fert627;03.04.2009;50;LAV
fert627;29.04.2009;50;LAV
fert628;03.04.2009;50;LAV
fert628;29.04.2009;50;LAV
fert628;14.05.2009;40;LAV
fert629;19.03.2010;50;LAV
fert629;30.04.2010;50;LAV
fert630;19.03.2010;50;LAV
fert630;30.04.2010;50;LAV
fert630;25.05.2010;40;LAV
fert631;08.03.2011;50;LAV
fert631;20.04.2011;50;LAV
fert632;08.03.2011;50;LAV
fert632;20.04.2011;50;LAV
fert632;09.05.2011;40;LAV
fert633;05.03.2012;60;LAD
fert633;03.05.2012;50;LAD
fert634;15.03.2012;60;LAD
fert634;03.05.2012;50;LAD
fert635;05.03.2012;60;LAD
fert635;03.05.2012;50;LAD
fert635;25.05.2012;40;LAD
fert636;15.03.2012;60;LAD
fert636;03.05.2012;50;LAD
fert636;21.05.2012;40;LAD
fert637;07.03.2013;60;LAD
fert637;30.04.2013;50;LAD
fert638;07.03.2013;60;LAD
fert638;30.04.2013;50;LAD
fert638;21.05.2013;40;LAD
fert639;21.02.2014;30;LAS
fert639;07.03.2014;30;LAS
fert639;07.04.2014;50;LAD
fert640;21.02.2014;30;LAS
fert640;07.03.2014;30;LAS
fert640;07.04.2014;50;LAD
fert640;02.05.2014;40;LAD
fert641;10.03.2015;18;SA
fert641;10.03.2015;12;LAD
fert641;23.04.2015;50;LAD
fert641;12.05.2015;30;LAD
fert642;10.03.2015;18;SA
fert642;10.03.2015;12;LAD
fert642;23.04.2015;50;LAD
fert642;12.05.2015;30;LAD
fert642;22.05.2015;40;LAD
fert643;10.03.2016;13;SA
fert643;11.03.2016;37;LAD
fert643;19.04.2016;50;LAD
fert643;11.05.2016;30;LAD
fert644;10.03.2016;13;SA
fert644;11.03.2016;37;LAD
fert644;19.04.2016;50;LAD
fert644;11.05.2016;30;LAD
fert644;24.05.2016;40;LAD
fert645;13.03.2017;30;LAD
fert645;24.04.2017;30;LAD
fert645;25.04.2017;20;SA
fert645;16.05.2017;30;LAD
fert646;13.03.2017;30;LAD
fert646;24.04.2017;30;LAD
fert646;25.04.2017;20;SA
fert646;16.05.2017;30;LAD
fert646;29.05.2017;40;LAD
fert647;20.03.2018;30;LAD
fert647;23.04.2018;20;SA
fert647;30.04.2018;40;LAD
fert647;04.05.2018;30;LAD
fert648;20.03.2018;30;LAD
fert648;23.04.2018;20;SA
fert648;30.04.2018;40;LAD
fert648;04.05.2018;30;LAD
fert648;15.05.2018;40;LAD
fert649;27.02.2019;30;LAV
fert649;09.04.2019;26;SA
fert649;09.04.2019;54;LAV
fert650;27.02.2019;30;LAV
fert650;09.04.2019;30;SA
fert650;09.04.2019;50;LAV
fert651;27.02.2019;30;LAV
fert651;09.04.2019;26;SA
fert651;09.04.2019;54;LAV
fert651;21.05.2019;40;LAV
fert652;27.02.2019;30;LAV
fert652;09.04.2019;30;SA
fert652;09.04.2019;50;LAV
fert652;21.05.2019;40;LAV
fert653;20.02.2020;30;LAV
fert653;30.03.2020;27;LAD
fert653;30.03.2020;26;SA
fert653;17.04.2020;27;LAV
fert654;20.02.2020;30;LAV
fert654;30.03.2020;27;LAD
fert654;30.03.2020;26;SA
fert654;17.04.2020;27;LAV
fert654;13.05.2020;40;LAV
fert655;09.03.2021;30;LAV
fert655;12.05.2021;30;SA
fert655;12.05.2021;30;LAV
fert656;09.03.2021;30;LAV
fert656;12.05.2021;30;SA
fert656;12.05.2021;30;LAV
fert656;25.05.2021;40;LAV
fert657;09.03.2022;40;LAD
fert657;29.04.2022;20;SA
fert657;29.04.2022;30;LAV
fert657;06.05.2022;30;LAV
fert658;09.03.2022;40;LAD
fert658;29.04.2022;20;SA
fert658;29.04.2022;30;LAV
fert658;06.05.2022;30;LAV
fert658;16.05.2022;40;LAV
fert659;28.02.2023;30;LAD
fert659;18.04.2023;20;SA
fert659;18.04.2023;50;LAV
fert659;12.05.2023;30;LAV
fert660;28.02.2023;30;LAD
fert660;18.04.2023;20;SA
fert660;18.04.2023;50;LAV
fert660;12.05.2023;30;LAV
fert660;23.05.2023;40;LAD
fert661;05.03.2024;40;LAD
fert661;08.04.2024;20;SA
fert661;08.04.2024;50;LAV
fert661;16.04.2024;30;LAV
fert662;05.03.2024;40;LAD
fert662;08.04.2024;20;SA
fert662;08.04.2024;50;LAV
fert662;16.04.2024;30;LAV
fert662;26.04.2024;40;LAV
fert663;07.04.2006;50;LAV
fert663;10.05.2006;50;LAV
fert664;07.04.2006;50;LAV
fert664;10.05.2006;50;LAV
fert664;23.05.2006;40;LAV
fert665;13.03.2007;60;LAV
fert665;19.04.2007;50;LAV
fert666;13.03.2007;60;LAV
fert666;19.04.2007;50;LAV
fert666;18.05.2007;40;LAV
fert667;10.03.2008;70;LAV
fert667;05.05.2008;40;LAV
fert668;10.03.2008;70;LAV
fert668;05.05.2008;40;LAV
fert668;29.05.2008;40;LAV
fert669;10.04.2009;60;LAV
fert669;28.04.2009;50;LAV
fert670;10.04.2009;60;LAV
fert670;28.04.2009;50;LAV
fert670;22.05.2009;40;LAV
fert671;01.04.2010;60;LAV
fert671;30.04.2010;50;LAV
fert672;01.04.2010;60;LAV
fert672;30.04.2010;50;LAV
fert672;04.06.2010;40;LAV
fert673;14.03.2011;60;LAV
fert673;26.04.2011;50;LAV
fert674;14.03.2011;60;LAV
fert674;26.04.2011;50;LAV
fert674;20.05.2011;40;LAV
fert675;05.03.2012;60;LAV
fert675;27.04.2012;50;LAV
fert676;16.03.2012;60;LAV
fert676;27.04.2012;50;LAV
fert677;05.03.2012;60;LAV
fert677;27.04.2012;50;LAV
fert677;29.05.2012;40;LAV
fert678;16.03.2012;60;LAV
fert678;27.04.2012;50;LAV
fert678;23.05.2012;40;LAV
fert679;15.03.2013;60;LAV
fert679;14.05.2013;50;LAV
fert680;15.03.2013;60;LAV
fert680;14.05.2013;50;LAV
fert680;17.06.2013;40;LAV
fert681;03.03.2014;35;DASA
fert681;14.03.2014;35;DASA
fert681;24.04.2014;50;LAV
fert682;03.03.2014;35;DASA
fert682;14.03.2014;35;DASA
fert682;24.04.2014;50;LAV
fert682;23.05.2014;40;LAV
fert683;09.09.2015;30;DASA
fert683;23.03.2015;30;LAV
fert683;04.05.2015;60;LAV
fert684;09.09.2015;30;DASA
fert684;23.03.2015;30;LAV
fert684;04.05.2015;60;LAV
fert684;04.06.2015;40;LAV
fert685;21.03.2016;50;DASA
fert685;28.04.2016;60;LAV
fert686;21.03.2016;50;DASA
fert686;28.04.2016;60;LAV
fert686;28.05.2016;40;LAV
fert687;16.03.2017;50;DASA
fert687;24.04.2017;60;LAV
fert688;16.03.2017;50;DASA
fert688;24.04.2017;60;LAV
fert688;31.05.2017;40;LAV
fert689;26.03.2018;50;DASA
fert689;30.04.2018;60;LAV
fert690;26.03.2018;50;DASA
fert690;30.04.2018;60;LAV
fert690;17.05.2018;40;LAV
fert691;20.03.2019;50;LAV
fert691;24.04.2019;60;DASA
fert692;20.03.2019;50;LAV
fert692;24.04.2019;60;DASA
fert692;03.06.2019;40;LAV
fert693;17.03.2020;50;LAV
fert693;17.04.2020;60;DASA
fert694;17.03.2020;50;LAV
fert694;17.04.2020;60;DASA
fert694;11.05.2020;40;LAV
fert695;09.03.2021;50;LAV
fert695;30.04.2021;60;DASA
fert696;09.03.2021;50;LAV
fert696;30.04.2021;60;DASA
fert696;17.05.2021;40;LAV
fert697;10.03.2022;50;LAV
fert697;09.05.2022;60;DASA
fert698;10.03.2022;50;LAV
fert698;09.05.2022;60;DASA
fert698;20.05.2022;40;LAV
fert699;08.03.2023;50;LAV
fert699;04.05.2023;60;DASA
fert700;08.03.2023;50;LAV
fert700;04.05.2023;60;DASA
fert700;22.05.2023;40;LAV
fert701;08.03.2024;50;LAV
fert701;10.04.2024;60;DASA
fert702;08.03.2024;50;LAV
fert702;10.04.2024;60;DASA
fert702;06.05.2024;40;LAV
fert703;19.02.2015;50;LAD
fert703;08.04.2015;60;DASA
fert704;19.02.2015;50;LAD
fert704;08.04.2015;60;DASA
fert704;20.05.2015;40;LAD
fert705;07.10.2005;30;LAV
fert705;06.04.2006;40;LAV
fert705;09.05.2006;40;LAV
fert706;07.10.2005;30;LAV
fert706;06.04.2006;40;LAV
fert706;09.05.2006;40;LAV
fert706;23.05.2006;40;LAV
fert707;11.10.2006;30;LAV
fert707;06.03.2007;50;LAV
fert707;06.04.2007;40;LAV
fert708;11.10.2006;30;LAV
fert708;06.03.2007;50;LAV
fert708;06.04.2007;40;LAV
fert708;04.05.2007;40;LAV
fert709;08.10.2007;30;LAV
fert709;11.03.2008;40;LAV
fert709;29.04.2008;40;LAV
fert710;08.10.2007;30;LAV
fert710;11.03.2008;40;LAV
fert710;29.04.2008;40;LAV
fert710;23.05.2008;40;LAV
fert711;03.10.2008;30;LAV
fert711;17.03.2009;50;LAV
fert711;20.04.2009;50;LAV
fert712;03.10.2008;30;LAV
fert712;17.03.2009;50;LAV
fert712;20.04.2009;50;LAV
fert712;13.05.2009;40;LAV
fert713;24.03.2010;50;LAV
fert713;30.04.2010;60;LAV
