Fertilisation_min;Date;Amount_kg_ha;Material
fert714;24.03.2010;50;LAV
fert714;30.04.2010;60;LAV
fert714;24.05.2010;40;LAV
fert715;09.03.2011;30;LAV
fert715;15.03.2011;30;LAV
fert715;27.04.2011;50;LAV
fert716;09.03.2011;30;LAV
fert716;15.03.2011;30;LAV
fert716;27.04.2011;50;LAV
fert716;11.05.2011;40;LAV
fert717;05.03.2012;50;LAV
fert717;28.03.2012;10;LAV
fert718;14.03.2012;50;LAV
fert718;28.03.2012;10;LAV
fert718;27.04.2012;55;LAV
fert719;14.03.2012;50;LAV
fert719;28.03.2012;10;LAV
fert720;18.03.2013;30;LAV
fert720;03.04.2013;30;LAV
fert720;04.05.2013;50;LAV
fert721;18.03.2013;30;LAV
fert721;03.04.2013;30;LAV
fert721;04.05.2013;50;LAV
fert721;23.05.2013;40;LAV
fert722;06.03.2014;60;LAV
fert722;11.04.2014;40;LAV
fert723;06.03.2014;60;LAV
fert723;11.04.2014;40;LAV
fert723;02.06.2014;40;LAV
fert724;11.03.2015;50;DASA
fert724;27.04.2015;60;LAV
fert725;11.03.2015;50;DASA
fert725;27.04.2015;60;LAV
fert725;01.06.2015;40;LAV
fert726;21.03.2016;50;DASA
fert726;21.04.2016;60;LAV
fert727;21.03.2016;30;DASA
fert727;21.04.2016;30;LAV
fert728;21.03.2016;50;DASA
fert728;21.04.2016;60;LAV
fert728;02.06.2016;40;LAV
fert729;21.03.2016;30;DASA
fert729;21.04.2016;30;LAV
fert729;02.06.2016;50;LAV
fert730;21.03.2016;50;DASA
fert730;21.04.2016;60;LAV
fert730;02.06.2016;40;LAV
fert731;06.03.2017;30;DASA
fert731;17.03.2017;30;DASA
fert731;09.05.2017;60;LAV
fert732;06.03.2017;30;DASA
fert732;17.03.2017;30;DASA
fert732;09.05.2017;60;LAV
fert732;25.05.2017;40;LAV
fert733;03.04.2018;30;DASA
fert733;05.04.2018;30;DASA
fert733;01.05.2018;60;LAV
fert734;03.04.2018;30;DASA
fert734;05.04.2018;30;DASA
fert734;01.05.2018;60;LAV
fert734;10.05.2018;40;LAV
fert735;23.03.2010;30;LAV
fert735;08.04.2010;30;LAV
fert735;27.04.2010;50;LAV
fert736;23.03.2010;30;LAV
fert736;08.04.2010;30;LAV
fert736;27.04.2010;50;LAV
fert736;08.06.2010;40;LAV
fert737;08.03.2011;50;LAV
fert737;02.05.2011;40;LAV
fert738;08.03.2011;50;LAV
fert738;02.05.2011;40;LAV
fert738;17.06.2011;25;LAV
fert739;06.10.2005;40;SA
fert739;05.04.2006;40;LAV
fert739;26.04.2006;30;LAV
fert740;06.10.2005;40;SA
fert740;05.04.2006;40;LAV
fert740;26.04.2006;30;LAV
fert740;23.05.2006;40;LAV
fert741;03.10.2006;30;SA
fert741;07.03.2007;50;LAV
fert741;10.04.2007;40;LAV
fert742;03.10.2006;30;SA
fert742;07.03.2007;50;LAV
fert742;10.04.2007;40;LAV
fert742;18.05.2007;40;LAV
fert743;08.10.2007;30;SA
fert743;18.02.2008;30;LAV
fert743;06.03.2008;30;LAV
fert743;07.04.2008;60;LAV
fert744;08.10.2007;30;SA
fert744;18.02.2008;30;LAV
fert744;06.03.2008;30;LAV
fert744;07.04.2008;60;LAV
fert744;16.05.2008;40;LAV
fert745;20.03.2009;30;LAV
fert745;03.04.2009;30;LAV
fert745;16.04.2009;50;LAV
fert746;20.03.2009;30;LAV
fert746;03.04.2009;30;LAV
fert746;16.04.2009;50;LAV
fert746;21.05.2009;40;LAV
fert747;19.03.2010;30;LAV
fert747;07.04.2010;30;LAV
fert747;27.04.2010;50;LAV
fert748;19.03.2010;30;LAV
fert748;07.04.2010;30;LAV
fert748;27.04.2010;50;LAV
fert748;08.06.2010;40;LAV
fert749;07.03.2011;25;LAV
fert749;28.03.2011;30;LAV
fert749;26.04.2011;40;LAV
fert750;07.03.2011;25;LAV
fert750;28.03.2011;30;LAV
fert750;26.04.2011;40;LAV
fert750;17.06.2011;20;LAV
fert751;05.03.2012;50;LAV
fert751;25.04.2012;40;LAV
fert752;05.03.2012;50;LAV
fert752;25.04.2012;40;LAV
fert752;17.05.2012;40;LAV
fert753;15.03.2013;50;LAV
fert753;06.05.2013;50;LAV
fert754;15.03.2013;50;LAV
fert754;06.05.2013;50;LAV
fert754;07.06.2013;40;LAV
fert755;24.02.2014;50;LAV
fert755;15.04.2014;50;LAV
fert756;24.02.2014;50;LAV
fert756;15.04.2014;50;LAV
fert756;14.05.2014;40;LAV
fert757;17.02.2015;50;DASA
fert757;05.05.2015;60;LAV
fert758;17.02.2015;50;DASA
fert758;05.05.2015;60;LAV
fert758;25.05.2015;40;LAV
fert759;09.09.2015;20;Amofos_NP
fert759;25.02.2016;50;DASA
fert759;25.04.2016;60;LAD
fert760;09.09.2015;20;Amofos_NP
fert760;25.02.2016;50;DASA
fert760;25.04.2016;60;LAD
fert760;23.05.2016;40;LAD
fert761;14.09.2016;25;Amofos_NP
fert761;27.02.2017;20;DASA
fert761;16.03.2017;30;DASA
fert761;20.04.2017;60;LAD
fert762;14.09.2016;25;Amofos_NP
fert762;27.02.2017;20;DASA
fert762;16.03.2017;30;DASA
fert762;20.04.2017;60;LAD
fert762;18.05.2017;40;LAD
fert763;19.03.2018;30;DASA
fert763;03.04.2018;15;LAD
fert763;30.04.2018;30;LAD
fert764;20.03.2018;30;DASA
fert764;03.04.2018;20;LAD
fert764;30.04.2018;40;LAD
fert765;19.03.2018;30;DASA
fert765;03.04.2018;15;LAD
fert765;30.04.2018;30;LAD
fert765;09.05.2018;40;LAD
fert766;20.03.2018;30;DASA
fert766;03.04.2018;20;LAD
fert766;30.04.2018;40;LAD
fert766;09.05.2018;40;LAD
fert767;25.02.2019;30;LAD
fert767;12.03.2019;30;LAD
fert767;16.04.2019;60;DASA
fert768;25.02.2019;30;LAD
fert768;12.03.2019;30;LAD
fert768;16.04.2019;60;DASA
fert768;13.05.2019;40;LAD
fert769;05.03.2020;30;LAD
fert769;16.03.2020;20;LAD
fert769;24.04.2020;60;DASA
fert770;05.03.2020;30;LAD
fert770;16.03.2020;20;LAD
fert770;24.04.2020;60;DASA
fert770;12.05.2020;40;LAD
fert771;03.03.2021;30;LAD
fert771;17.03.2021;20;LAD
fert771;23.04.2021;60;DASA
fert772;03.03.2021;30;LAD
fert772;17.03.2021;20;LAD
fert772;23.04.2021;60;DASA
fert772;19.05.2021;40;LAD
fert773;01.03.2022;30;LAV
fert773;22.03.2022;30;LAV
fert773;19.04.2022;60;DASA
fert774;01.03.2022;30;LAV
fert774;22.03.2022;30;LAV
fert774;19.04.2022;60;DASA
fert774;16.05.2022;40;LAV
fert775;15.02.2023;30;LAD
fert775;03.03.2023;20;LAD
fert775;18.04.2023;60;DASA
fert776;15.02.2023;30;LAD
fert776;03.03.2023;20;LAD
fert776;18.04.2023;60;DASA
fert776;11.05.2023;40;LAD
fert777;22.02.2024;30;LAD
fert777;15.03.2024;30;LAD
fert777;10.04.2024;60;DASA
fert778;22.02.2024;30;LAD
fert778;15.03.2024;30;LAD
fert778;10.04.2024;60;DASA
fert778;06.05.2024;40;LAD
fert779;05.03.2012;50;LAV
fert779;25.04.2012;40;LAV
fert780;05.03.2012;50;LAV
fert780;25.04.2012;40;LAV
fert780;17.05.2012;40;LAV
fert781;13.03.2013;50;LAV
fert781;06.05.2013;50;LAV
fert782;13.03.2013;50;LAV
fert782;06.05.2013;50;LAV
fert782;07.06.2013;40;LAV
fert783;24.02.2014;50;LAV
fert783;15.04.2014;50;LAV
fert784;24.02.2014;50;LAV
fert784;15.04.2014;50;LAV
fert784;14.05.2014;40;LAV
fert785;18.02.2015;40;DASA
fert785;05.05.2015;60;LAV
fert786;18.02.2015;40;DASA
fert786;05.05.2015;60;LAV
fert786;25.05.2015;40;LAV
fert787;25.02.2016;40;DASA
fert787;25.04.2016;40;LAD
fert788;25.02.2016;40;DASA
fert788;25.04.2016;40;LAD
fert788;11.05.2016;40;LAD
fert789;27.02.2017;20;DASA
fert789;21.04.2017;60;LAD
fert790;27.02.2017;20;DASA
fert790;21.04.2017;60;LAD
fert790;18.05.2017;40;LAD
fert791;19.03.2018;30;DASA
fert791;03.04.2018;15;LAD
fert791;30.04.2018;30;LAD
fert792;19.03.2018;30;DASA
fert792;03.04.2018;15;LAD
fert792;30.04.2018;30;LAD
fert792;09.05.2018;40;LAD
fert793;25.02.2019;30;LAD
fert793;12.03.2019;30;LAD
fert793;16.04.2019;60;DASA
fert794;25.02.2019;30;LAD
fert794;12.03.2019;30;LAD
fert794;16.04.2019;60;DASA
fert794;13.05.2019;40;LAD
fert795;05.03.2020;30;LAD
fert795;13.03.2020;20;LAD
fert795;24.04.2020;60;DASA
fert796;05.03.2020;30;LAD
fert796;13.03.2020;20;LAD
fert796;24.04.2020;60;DASA
fert796;12.05.2020;40;LAD
fert797;03.03.2021;30;LAD
fert797;17.03.2021;20;LAD
fert797;23.04.2021;60;DASA
fert798;03.03.2021;30;LAD
fert798;17.03.2021;20;LAD
fert798;23.04.2021;60;DASA
fert798;19.05.2021;40;LAD
fert799;03.03.2022;30;LAV
fert799;09.03.2022;10;LAV
fert799;19.04.2022;60;DASA
fert800;03.03.2022;30;LAV
fert800;09.03.2022;10;LAV
fert800;19.04.2022;60;DASA
fert800;16.05.2022;40;LAV
fert801;15.02.2023;30;LAD
fert801;03.03.2023;20;LAD
fert801;18.04.2023;60;DASA
fert802;15.02.2023;30;LAD
fert802;03.03.2023;20;LAD
fert802;18.04.2023;60;DASA
fert802;11.05.2023;40;LAD
fert803;22.02.2024;30;LAD
fert803;15.03.2024;30;LAD
fert803;10.04.2024;60;DASA
fert804;22.02.2024;30;LAD
fert804;15.03.2024;30;LAD
fert804;10.04.2024;60;DASA
fert804;06.05.2024;40;LAD
fert805;22.02.2024;30;LAD
fert805;15.03.2024;30;LAD
fert805;10.04.2024;60;DASA
fert805;10.04.2024;40;LAD
fert806;18.03.2009;30;LAV
fert806;02.04.2009;40;LAV
fert806;21.04.2009;60;LAV
fert807;18.03.2009;30;LAV
fert807;02.04.2009;40;LAV
fert807;21.04.2009;60;LAV
fert807;21.05.2009;40;LAV
fert808;18.03.2009;30;LAV
fert808;02.04.2009;30;LAV
fert808;22.04.2009;50;LAV
fert808;22.05.2009;40;LAV
fert809;25.03.2009;50;LAV
fert809;30.04.2009;60;LAV
fert809;15.05.2009;40;LAV
fert810;15.03.2010;30;LAV
fert810;25.03.2010;40;LAV
fert810;26.04.2010;60;LAV
fert811;15.03.2010;30;LAV
fert811;25.03.2010;40;LAV
fert811;26.04.2010;60;LAV
fert812;17.03.2010;50;LAV
fert812;04.05.2010;60;LAV
fert812;24.05.2010;40;LAV
fert813;09.03.2011;30;LAV
fert813;25.03.2011;30;LAV
fert813;29.04.2011;50;LAV
fert814;09.03.2011;30;LAV
fert814;25.03.2011;30;LAV
fert814;27.04.2011;50;LAV
fert814;20.05.2011;40;LAV
fert815;06.03.2013;30;LAV
fert815;26.03.2013;30;LAV
fert815;30.04.2013;60;LAV
fert817;06.03.2013;30;LAV
fert817;26.03.2013;40;LAV
fert817;02.05.2013;60;LAV
fert818;06.03.2013;30;LAV
fert818;26.03.2013;40;LAV
fert818;30.04.2013;60;LAV
fert818;06.06.2013;40;LAV
fert819;28.02.2014;30;LAV
fert819;18.03.2014;40;LAV
fert819;14.04.2014;60;LAV
fert820;28.02.2014;30;LAV
fert820;18.03.2014;40;LAV
fert820;14.04.2014;60;LAV
fert820;23.05.2014;40;LAV
fert821;07.03.2016;40;DASA
fert821;29.03.2016;30;LAV
fert821;21.04.2016;60;LAV
fert822;07.03.2016;40;DASA
fert822;29.03.2016;30;LAV
fert822;21.04.2016;60;LAV
fert822;26.05.2016;40;LAV
fert823;06.03.2017;40;DASA
fert823;24.03.2017;40;LAV
fert823;02.05.2017;60;LAV
fert824;06.03.2017;40;DASA
fert824;24.03.2017;40;LAV
fert824;02.05.2017;60;LAV
fert824;25.05.2017;40;LAV
fert825;08.03.2018;40;NS
fert825;26.03.2018;30;LAV
fert825;23.04.2018;60;LAV
fert826;08.03.2018;40;NS
fert826;26.03.2018;30;LAV
fert826;23.04.2018;60;LAV
fert826;14.05.2018;40;LAV
fert827;03.10.2008;30;NPK
fert827;02.04.2009;60;LAV
fert827;27.04.2009;40;LAV
fert828;03.10.2008;30;NPK
fert828;02.04.2009;60;LAV
fert828;27.04.2009;40;LAV
fert828;28.05.2009;40;LAV
fert829;30.09.2009;30;NPK
fert829;30.03.2010;60;LAV
fert829;12.05.2010;60;LAV
fert830;30.09.2009;30;NPK
fert830;30.03.2010;60;LAV
fert830;12.05.2010;60;LAV
fert830;10.06.2010;40;LAV
fert831;06.10.2010;15;NPK
fert831;09.03.2011;60;LAV
fert831;10.05.2011;60;LAV
fert832;06.10.2010;15;NPK
fert832;09.03.2011;60;LAV
fert832;10.05.2011;60;LAV
fert832;30.05.2011;40;LAV
fert833;30.09.2011;15;NPK
fert833;05.03.2012;60;LAV
fert833;03.05.2012;60;LAV
fert834;30.09.2011;15;NPK
fert834;05.03.2012;60;LAV
fert834;03.05.2012;60;LAV
fert834;28.05.2012;40;LAV
fert835;15.04.2013;60;LAV
fert835;16.05.2013;60;LAV
fert836;15.04.2013;60;LAV
fert836;16.05.2013;60;LAV
fert836;20.06.2013;40;LAV
fert837;27.02.2014;40;DASA
fert837;10.03.2014;40;LAV
fert837;30.04.2014;50;LAV
fert838;27.02.2014;40;DASA
fert838;10.03.2014;40;LAV
fert838;30.04.2014;50;LAV
fert838;27.05.2014;40;LAV
fert839;14.03.2016;31;DASA
fert839;29.03.2016;39;LAV
fert839;26.04.2016;60;LAV
fert840;14.03.2016;31;DASA
fert840;29.03.2016;39;LAV
fert840;26.04.2016;60;LAV
fert840;01.06.2016;40;LAV
fert841;08.03.2017;31;DASA
fert841;17.03.2017;49;LAV
fert841;11.05.2017;60;LAV
fert842;08.03.2017;31;DASA
fert842;17.03.2017;49;LAV
fert842;11.05.2017;60;LAV
fert842;07.06.2017;40;LAV
fert843;19.03.2018;31;DASA
fert843;05.04.2018;39;LAV
fert843;24.04.2018;60;LAV
fert844;19.03.2018;31;DASA
fert844;05.04.2018;39;LAV
fert844;24.04.2018;60;LAV
fert844;15.05.2018;40;LAV
fert845;18.03.2009;50;LAV
fert845;29.04.2009;60;LAV
fert845;14.05.2009;40;LAV
fert846;11.03.2010;50;LAV
fert846;26.04.2010;60;LAV
fert846;17.05.2010;40;LAV
fert847;18.03.2009;61;LAV
fert847;29.04.2009;58;LAV
fert848;18.03.2009;61;LAV
fert848;29.04.2009;58;LAV
fert848;25.05.2009;40;LAV
fert849;26.03.2010;65;LAV
fert849;29.04.2010;70;LAV
fert850;26.03.2010;65;LAV
fert850;29.04.2010;70;LAV
fert850;04.06.2010;40;LAV
fert851;15.03.2011;63;LAV
fert851;27.04.2011;63;LAV
fert852;15.03.2011;63;LAV
fert852;27.04.2011;63;LAV
fert852;26.05.2011;40;LAV
fert853;16.03.2012;60;LAV
fert853;02.05.2012;60;LAV
fert854;16.03.2012;60;LAV
fert854;02.05.2012;60;LAV
fert854;29.05.2012;40;LAV
fert855;22.03.2013;48;LAV
fert855;08.04.2013;31;LAV
fert855;07.05.2013;53;LAV
fert856;22.03.2013;48;LAV
fert856;08.04.2013;31;LAV
fert856;07.05.2013;53;LAV
fert856;06.06.2013;40;LAV
fert857;25.02.2014;44;DASA
fert857;03.03.2014;41;LAV
fert857;28.04.2014;64;LAV
fert858;25.02.2014;44;DASA
fert858;03.03.2014;41;LAV
fert858;28.04.2014;64;LAV
fert858;23.05.2014;40;LAV
fert859;09.03.2016;52;DASA
fert859;23.03.2016;21;LAV
fert859;26.04.2016;56;LAV
fert860;09.03.2016;52;DASA
fert860;23.03.2016;21;LAV
fert860;26.04.2016;56;LAV
fert860;30.05.2016;40;LAV
fert861;09.03.2017;53;DASA
fert861;24.03.2017;20;LAV
fert861;28.04.2017;53;LAV
fert862;09.03.2017;53;DASA
fert862;24.03.2017;20;LAV
fert862;28.04.2017;53;LAV
fert862;08.06.2017;40;LAV
fert863;19.03.2018;50;DASA
fert863;03.04.2018;30;LAV
fert863;03.05.2018;50;LAV
fert864;19.03.2018;50;DASA
fert864;03.04.2018;30;LAV
fert864;03.05.2018;50;LAV
fert864;14.05.2018;40;LAV
fert865;16.02.2011;60;LAV
fert865;03.03.2011;50;LAV
fert865;10.05.2011;40;LAV
fert866;27.02.2012;60;LAV
fert866;20.03.2012;50;LAV
fert866;24.04.2012;7;Fortestim
fert867;27.02.2012;60;LAV
fert867;20.03.2012;50;LAV
fert867;24.04.2012;7;Fortestim
fert867;10.05.2012;40;LAV
fert868;04.03.2013;60;LAV
fert868;26.03.2013;50;LAV
fert869;19.03.2009;50;LAV
fert869;20.04.2009;60;LAV
fert869;21.05.2009;40;LAV
fert870;04.03.2010;50;LAV
fert870;11.05.2010;60;LAV
fert870;09.06.2010;40;LAV
fert871;14.03.2016;30;DASA
fert871;06.04.2016;30;LAV
fert871;21.04.2016;60;LAV
fert872;14.03.2016;30;DASA
fert872;06.04.2016;30;LAV
fert872;21.04.2016;60;LAV
fert872;23.05.2016;40;LAV
fert873;02.04.2009;40;LAV
fert873;24.04.2009;50;LAV
fert874;02.04.2009;40;LAV
fert874;24.04.2009;50;LAV
fert874;15.05.2009;40;LAV
fert875;12.04.2010;40;LAV
fert875;03.05.2010;50;LAV
fert876;12.04.2010;40;LAV
fert876;03.05.2010;50;LAV
fert876;24.05.2010;40;LAV
fert877;19.03.2009;50;LAV
fert877;16.04.2009;60;LAV
fert877;04.05.2009;40;LAV
fert878;05.03.2010;50;LAD
fert878;11.05.2010;60;LAD
fert878;25.05.2010;40;LAD
fert879;06.04.2009;40;LAV
fert879;21.04.2009;30;LAV
fert880;06.04.2009;40;LAV
fert880;21.04.2009;30;LAV
fert880;05.05.2009;30;LAV
fert881;27.09.2009;48;LAV
fert881;04.03.2010;30;LAV
fert881;30.04.2010;30;LAV
fert882;27.09.2009;48;LAV
fert882;04.03.2010;30;LAV
fert882;30.04.2010;30;LAV
fert882;07.06.2010;20;LAV
fert883;21.09.2010;48;NPK
fert883;03.03.2011;30;LAV
fert883;24.03.2011;30;LAV
fert884;21.09.2010;48;NPK
fert884;03.03.2011;30;LAV
fert884;24.03.2011;30;LAV
fert884;27.05.2011;30;LAV
fert885;21.03.2012;50;LAV
fert886;18.09.2012;48;NPK
fert886;07.03.2013;30;LAV
fert886;15.04.2013;30;LAV
fert887;18.09.2012;48;NPK
fert887;07.03.2013;30;LAV
fert887;15.04.2013;30;LAV
fert887;16.05.2013;30;LAV
fert888;19.02.2014;20;DASA
fert888;19.02.2014;30;LAV
fert888;02.04.2014;40;LAV
fert888;25.04.2014;30;LAV
fert889;19.02.2014;20;DASA
fert889;19.02.2014;30;LAV
fert889;02.04.2014;40;LAV
fert889;25.04.2014;30;LAV
fert889;02.05.2014;30;LAV
fert890;26.10.2015;30;LAD
fert890;07.03.2016;33;DASA
fert890;30.03.2016;30;LAD
fert890;21.04.2016;40;LAD
fert891;26.10.2015;30;LAD
fert891;07.03.2016;33;DASA
fert891;30.03.2016;30;LAD
fert891;21.04.2016;40;LAD
fert891;20.05.2016;40;LAD
fert892;03.03.2017;39;DASA
fert892;04.04.2017;30;LAV
fert892;01.05.2017;60;LAV
fert893;03.03.2017;39;DASA
fert893;04.04.2017;30;LAV
fert893;01.05.2017;60;LAV
fert893;08.06.2017;40;LAV
fert894;22.03.2018;39;DASA
fert894;17.04.2018;30;LAV
fert894;11.05.2018;30;LAV
fert895;22.03.2018;39;DASA
fert895;17.04.2018;30;LAV
fert895;11.05.2018;30;LAV
fert895;21.05.2018;30;LAV
fert896;17.02.2009;50;LAV
fert896;09.05.2009;50;LAV
fert896;22.05.2009;40;LAV
fert897;05.03.2010;56;LAV
fert897;17.04.2010;20;DAM
fert897;30.04.2010;50;LAV
fert898;24.02.2011;55;LAV
fert898;20.04.2011;65;LAV
fert899;24.02.2011;55;LAV
fert899;20.04.2011;65;LAV
fert899;24.05.2011;40;LAV
fert900;07.03.2012;60;LAV
fert900;26.03.2012;45;LAV
fert900;17.04.2012;15;DAM
fert901;07.03.2012;60;LAV
fert901;26.03.2012;45;LAV
fert901;17.04.2012;15;DAM
fert901;30.05.2012;40;LAV
fert902;16.03.2013;60;LAV
fert902;21.04.2013;67;LAV
fert903;16.03.2013;60;LAV
fert903;21.04.2013;67;LAV
fert903;06.06.2013;40;LAV
fert904;24.02.2014;70;DASA
fert904;30.03.2014;51;LAV
fert905;24.02.2014;70;DASA
fert905;30.03.2014;51;LAV
fert905;30.05.2014;40;LAV
fert906;25.02.2016;53;DASA
fert906;14.03.2016;20;LAV
fert906;06.05.2016;24;LAV
fert907;25.02.2016;53;DASA
fert907;14.03.2016;20;LAV
fert907;06.05.2016;24;LAV
fert907;29.05.2016;39;LAV
fert908;05.03.2017;39;DASA
fert908;25.03.2017;31;LAV
fert909;05.03.2017;39;DASA
fert909;25.03.2017;31;LAV
fert909;19.05.2017;60;LAV
fert910;13.03.2018;50;DASA
fert910;26.03.2018;20;LAV
fert910;27.04.2018;60;LAV
fert911;13.03.2018;50;DASA
fert911;26.03.2018;20;LAV
fert911;27.04.2018;60;LAV
fert911;12.05.2018;40;LAV
fert912;02.04.2009;40;LAV
fert912;16.04.2009;30;LAV
fert912;30.04.2009;30;LAV
fert913;02.04.2009;40;LAV
fert913;16.04.2009;30;LAV
fert913;30.04.2009;30;LAV
fert913;01.06.2009;40;LAV
fert914;31.03.2010;60;LAV
fert914;30.04.2010;50;LAV
fert915;31.03.2010;60;LAV
fert915;30.04.2010;50;LAV
fert915;10.06.2010;40;LAV
fert916;08.03.2011;30;LAV
fert916;22.03.2011;30;LAV
fert916;29.04.2011;50;LAV
fert917;08.03.2011;30;LAV
fert917;22.03.2011;30;LAV
fert917;29.04.2011;50;LAV
fert917;30.05.2011;40;LAV
fert918;16.03.2012;40;LAV
fert918;20.03.2012;20;LAV
fert918;24.04.2012;50;LAV
fert919;16.03.2012;40;LAV
fert919;20.03.2012;20;LAV
fert919;24.04.2012;50;LAV
fert919;05.06.2012;40;LAV
fert920;17.04.2013;60;LAD
fert920;09.05.2013;60;LAD
fert921;17.04.2013;60;LAD
fert921;09.05.2013;60;LAD
fert921;13.06.2013;40;LAD
fert922;27.02.2014;40;DASA
fert922;13.03.2014;40;DASA
fert922;11.04.2014;60;LAD
fert923;27.02.2014;40;DASA
fert923;13.03.2014;40;DASA
fert923;11.04.2014;60;LAD
fert923;17.06.2014;40;LAV
fert924;14.03.2016;50;DASA
fert924;28.03.2016;30;LAD
fert924;06.04.2016;30;LAD
fert924;30.05.2016;20;LAD
fert925;08.03.2017;50;DASA
fert925;29.03.2017;20;LAV
fert925;06.05.2017;60;LAV
fert926;08.03.2017;50;DASA
fert926;29.03.2017;20;LAV
fert926;06.05.2017;60;LAV
fert926;01.06.2017;40;LAV
fert927;22.03.2018;50;DASA
fert927;12.04.2018;27;LAV
fert927;27.04.2018;60;LAV
fert928;22.03.2018;50;DASA
fert928;12.04.2018;27;LAV
fert928;27.04.2018;60;LAV
fert928;30.05.2018;40;LAV
fert929;23.02.2012;30;LAV
fert929;16.03.2012;30;LAV
fert929;20.04.2012;40;LAV
fert930;23.02.2012;30;LAV
fert930;16.03.2012;30;LAV
fert930;20.04.2012;40;LAV
fert930;15.05.2012;40;LAV
fert931;17.03.2009;50;LAV
fert931;12.05.2009;60;LAV
fert931;25.05.2009;40;LAV
fert932;12.03.2010;40;LAV
fert932;14.05.2010;50;LAV
fert932;24.05.2010;40;LAV
fert933;14.03.2016;27;LAV
fert933;23.03.2016;20;Yara_Mila
fert933;21.04.2016;30;urea
fert933;09.05.2016;35;LAV
fert934;14.03.2016;42;LAV
fert934;23.03.2016;20;Yara_Mila
fert934;21.04.2016;30;urea
fert934;09.05.2016;35;LAV
fert935;31.03.2017;27;LAV
fert935;07.04.2017;20;Yara_Mila
fert935;13.04.2017;30;urea
fert935;04.05.2017;35;LAV
fert936;21.03.2018;55;LAV
fert936;18.04.2018;21;NPK
fert936;23.04.2018;36;urea
fert937;21.03.2018;73;LAV
fert937;18.04.2018;21;NPK
fert937;23.04.2018;36;urea
fert938;21.03.2016;60;DASA
fert938;28.04.2016;50;LAV
fert938;28.05.2016;40;LAV
fert940;08.03.2010;50;LAD
fert940;26.04.2010;60;LAD
fert940;08.06.2010;40;LAD
fert941;03.03.2011;50;LAD
fert941;21.04.2011;60;DAM
fert942;03.03.2011;50;LAD
fert942;21.04.2011;60;DAM
fert942;18.05.2011;40;LAD
fert943;02.03.2012;50;LAD
fert943;18.04.2012;60;DAM
fert944;02.03.2012;50;LAD
fert944;18.04.2012;60;DAM
fert944;11.05.2012;40;LAD
fert945;04.03.2013;50;LAD
fert945;30.04.2013;60;DAM
fert946;04.03.2013;50;LAD
fert946;30.04.2013;60;DAM
fert946;17.05.2013;40;LAD
fert947;26.02.2014;50;DASA
fert947;11.04.2014;60;DAM
fert948;26.02.2014;50;DASA
fert948;11.04.2014;60;DAM
fert948;13.05.2014;40;LAD
fert949;14.03.2016;55;DASA
fert949;07.04.2016;60;DAM
fert950;14.03.2016;55;DASA
fert950;07.04.2016;60;DAM
fert950;31.05.2016;40;LAV
fert951;28.02.2017;50;LAV
fert951;11.04.2017;60;DAM
fert952;28.02.2017;50;LAV
fert952;11.04.2017;60;DAM
fert952;25.05.2017;40;LAV
fert953;27.02.2018;50;DASA
fert953;12.04.2018;60;DAM
fert954;27.02.2018;50;DASA
fert954;12.04.2018;60;DAM
fert954;07.05.2018;40;LAV
fert955;24.03.2010;60;LAV
fert955;30.04.2010;50;LAV
fert956;24.03.2010;60;LAV
fert956;30.04.2010;50;LAV
fert956;24.05.2010;40;LAV
